SO2,CO,PM10,No2,O3,PM2.5
2,2,9,8,30,4
0,2,9,8,29,8
2,2,9,8,27,12
2,2,9,7,71,17
0,2,9,7,41,12
0,2,9,7,41,20
2,2,9,7,41,11
0,2,9,7,35,14
2,2,9,5,34,20
0,2,9,5,24,25
2,2,9,3,44,9
0,2,9,3,38,11
2,2,9,2,51,10
0,2,9,2,49,8
2,2,9,2,44,14
2,2,9,2,38,12
12,2,8,52,48,11
2,2,8,43,25,17
2,2,8,42,34,10
2,2,8,40,26,15
2,2,8,40,12,19
2,2,8,37,26,3
2,2,8,35,31,5
20,2,8,35,29,10
2,2,8,35,21,11
2,2,8,35,14,18
2,2,8,33,31,8
2,2,8,32,39,7
2,2,8,32,31,15
2,2,8,32,31,18
5,2,8,32,29,14
5,2,8,32,22,20
2,2,8,32,21,8
2,2,8,30,23,19
2,2,8,30,15,16
2,2,8,28,38,17
0,2,8,28,20,15
5,2,8,27,33,15
10,2,8,27,21,17
10,2,8,25,19,7
2,2,8,25,16,20
2,2,8,23,41,24
0,2,8,23,32,12
5,2,8,23,31,9
5,2,8,23,21,9
0,2,8,23,19,11
22,2,8,23,18,8
2,2,8,23,17,6
0,2,8,23,11,11
0,2,8,23,11,10
2,2,8,22,38,23
0,2,8,22,31,13
2,2,8,22,28,3
2,2,8,22,28,13
2,2,8,22,21,5
5,2,8,22,20,24
0,2,8,22,17,18
2,2,8,22,14,3
5,2,8,20,58,27
0,2,8,20,36,9
5,2,8,20,29,10
2,2,8,20,27,10
5,2,8,20,25,15
5,2,8,20,18,10
2,2,8,20,16,10
0,2,8,18,39,9
2,2,8,18,38,13
0,2,8,18,36,12
2,2,8,18,33,25
2,2,8,18,32,11
2,2,8,18,30,8
8,2,8,18,30,15
2,2,8,18,29,11
2,2,8,18,26,8
12,2,8,18,24,14
2,2,8,18,19,17
5,2,8,18,16,10
10,2,8,18,16,18
2,2,8,17,49,10
2,2,8,17,41,18
0,2,8,17,37,13
2,2,8,17,31,12
2,2,8,17,29,8
5,2,8,17,29,10
5,2,8,17,29,9
5,2,8,17,24,3
5,2,8,17,24,21
2,2,8,17,20,15
2,2,8,17,17,11
2,2,8,15,50,22
10,2,8,15,38,14
0,2,8,15,37,8
0,2,8,15,34,9
5,2,8,15,31,11
5,2,8,15,29,6
2,2,8,15,21,10
2,2,8,15,20,5
5,2,8,15,20,18
5,2,8,15,16,18
0,2,8,15,14,11
2,2,8,15,11,10
2,2,8,13,45,9
0,2,8,13,44,15
2,2,8,13,38,18
2,2,8,13,37,20
2,2,8,13,32,5
5,2,8,13,32,17
2,2,8,13,31,9
5,2,8,13,30,3
10,2,8,13,28,13
2,2,8,13,22,13
2,2,8,13,13,
0,2,8,12,40,23
5,2,8,12,31,10
2,2,8,12,25,6
2,2,8,12,21,10
2,2,8,10,77,22
2,2,8,10,34,14
2,2,8,10,29,10
2,2,8,8,47,11
0,2,8,8,42,21
0,2,8,8,40,16
5,2,8,8,36,18
0,2,8,8,29,23
0,2,8,8,13,8
5,2,8,7,43,22
2,2,8,7,40,13
0,2,8,7,39,20
2,2,8,7,39,14
2,2,8,7,27,10
2,2,8,5,48,14
2,2,8,3,67,6
2,2,8,3,40,11
2,2,8,3,37,5
2,2,8,2,44,7
2,2,8,2,38,8
2,2,8,0,41,6
2,2,7,43,31,9
5,2,7,43,19,8
0,2,7,38,28,11
0,2,7,37,43,14
5,2,7,35,31,12
2,2,7,35,28,10
2,2,7,35,25,17
2,2,7,32,43,19
0,2,7,32,34,7
0,2,7,32,27,1
0,2,7,30,35,14
2,2,7,30,30,10
5,2,7,30,29,14
8,2,7,28,26,14
5,2,7,28,25,14
2,2,7,27,38,21
0,2,7,27,31,24
2,2,7,27,28,10
2,2,7,27,25,24
8,2,7,27,23,16
2,2,7,25,49,15
0,2,7,25,46,12
12,2,7,25,31,9
2,2,7,25,24,5
0,2,7,25,23,5
0,2,7,25,17,11
0,2,7,23,23,16
2,2,7,23,23,6
0,2,7,23,19,4
2,2,7,23,19,18
0,2,7,23,11,13
2,2,7,22,43,11
2,2,7,22,39,13
0,2,7,22,32,4
2,2,7,22,31,14
2,2,7,22,28,17
0,2,7,22,24,8
2,2,7,22,24,5
5,2,7,22,24,22
0,2,7,22,22,18
0,2,7,22,10,14
5,2,7,20,61,18
2,2,7,20,36,12
2,2,7,20,31,17
2,2,7,20,29,12
0,2,7,20,22,19
2,2,7,20,15,14
5,2,7,18,38,19
5,2,7,18,19,6
2,2,7,17,41,15
2,2,7,17,31,6
2,2,7,17,27,15
2,2,7,17,25,
2,2,7,17,22,1
2,2,7,17,21,6
2,2,7,15,35,13
2,2,7,15,32,14
0,2,7,15,31,12
2,2,7,15,31,13
2,2,7,15,17,4
2,2,7,15,13,17
2,2,7,13,47,19
2,2,7,13,40,20
0,2,7,13,32,21
2,2,7,13,32,9
5,2,7,13,31,13
0,2,7,12,41,16
2,2,7,12,37,9
2,2,7,12,23,19
0,2,7,10,40,3
2,2,7,10,38,2
5,2,7,8,51,30
2,2,7,8,36,10
2,2,7,8,31,8
2,2,7,7,45,14
0,2,7,3,46,8
2,2,7,3,44,19
2,2,7,2,100,25
0,2,7,2,67,6
0,2,7,2,47,14
2,2,7,2,47,18
0,2,7,2,45,7
2,2,7,2,45,8
2,2,7,2,39,11
2,2,6,40,23,12
5,2,6,38,37,6
5,2,6,38,36,9
2,2,6,38,30,4
2,2,6,30,40,17
10,2,6,30,12,12
2,2,6,28,32,10
2,2,6,27,23,9
2,2,6,25,40,10
5,2,6,25,24,17
0,2,6,25,10,7
0,2,6,23,45,12
2,2,6,23,39,13
2,2,6,23,36,8
2,2,6,23,18,10
2,2,6,22,47,7
2,2,6,22,31,11
25,2,6,22,26,13
0,2,6,22,9,17
2,2,6,20,49,11
2,2,6,20,31,15
0,2,6,20,27,19
0,2,6,20,25,7
5,2,6,20,20,4
0,2,6,20,10,11
0,2,6,18,50,15
2,2,6,18,40,1
0,2,6,18,38,17
0,2,6,18,34,9
2,2,6,18,31,18
2,2,6,18,28,15
0,2,6,18,20,4
0,2,6,18,19,20
0,2,6,18,13,3
2,2,6,17,50,23
5,2,6,17,49,16
2,2,6,17,37,3
5,2,6,17,35,10
5,2,6,17,33,12
2,2,6,17,28,16
2,2,6,15,36,8
2,2,6,15,28,11
2,2,6,15,24,5
2,2,6,15,19,6
5,2,6,13,51,18
2,2,6,13,33,13
2,2,6,13,33,14
2,2,6,13,27,6
5,2,6,12,30,18
0,2,6,12,23,5
5,2,6,12,23,16
2,2,6,10,39,15
2,2,6,10,31,7
2,2,6,10,30,6
2,2,6,8,48,13
2,2,6,8,42,8
2,2,6,8,40,5
5,2,6,8,40,2
0,2,6,8,36,15
2,2,6,7,33,8
2,2,6,3,47,24
0,2,6,2,61,6
2,2,6,2,46,8
2,2,6,2,38,7
0,2,5,42,29,10
2,2,5,33,29,10
5,2,5,33,27,15
2,2,5,32,33,6
2,2,5,28,33,15
0,2,5,28,27,20
5,2,5,27,29,15
12,2,5,27,24,9
0,2,5,25,31,9
2,2,5,25,21,11
0,2,5,25,19,7
2,2,5,25,14,11
0,2,5,23,45,17
2,2,5,22,38,10
0,2,5,22,31,2
2,2,5,22,30,24
2,2,5,22,19,2
2,2,5,20,40,18
2,2,5,20,37,16
2,2,5,20,35,9
5,2,5,20,30,14
12,2,5,20,16,
2,2,5,18,32,9
2,2,5,18,28,15
0,2,5,18,27,14
2,2,5,17,31,8
2,2,5,15,39,6
0,2,5,15,15,
2,2,5,13,35,17
2,2,5,13,28,15
28,2,5,13,24,20
2,2,5,13,16,13
0,2,5,12,27,3
0,2,5,12,15,7
2,2,5,10,41,13
2,2,5,10,39,5
2,2,5,10,38,17
2,2,5,10,27,5
5,2,5,8,38,16
2,2,5,8,37,14
2,2,5,8,36,9
2,2,5,7,36,11
2,2,5,3,80,10
2,2,5,3,77,12
0,2,5,3,46,8
2,2,5,3,41,22
2,2,4,45,32,4
0,2,4,38,33,5
0,2,4,30,34,10
0,2,4,28,38,6
2,2,4,28,29,4
2,2,4,27,35,8
2,2,4,25,34,8
2,2,4,25,32,15
0,2,4,23,29,7
2,2,4,23,25,5
2,2,4,20,35,12
0,2,4,20,31,10
2,2,4,20,31,7
2,2,4,20,15,8
0,2,4,18,38,5
2,2,4,18,32,15
2,2,4,18,27,11
0,2,4,17,35,8
2,2,4,17,34,14
0,2,4,15,48,8
0,2,4,15,31,15
2,2,4,15,29,9
2,2,4,15,20,4
0,2,4,13,37,14
2,2,4,13,32,15
5,2,4,13,22,10
0,2,4,13,21,20
2,2,4,13,20,12
2,2,4,13,19,14
0,2,4,13,15,13
2,2,4,12,37,12
2,2,4,12,37,7
0,2,4,12,20,0
2,2,4,10,50,4
2,2,4,10,38,3
8,2,4,10,28,8
2,2,4,7,43,
2,2,4,5,42,29
2,2,4,5,37,19
2,2,4,2,44,12
0,2,3,30,34,6
2,2,3,28,25,12
5,2,3,25,37,16
2,2,3,23,37,4
2,2,3,23,31,6
2,2,3,20,33,3
2,2,3,18,30,10
2,2,3,17,32,7
0,2,3,17,29,9
2,2,3,17,22,9
2,2,3,17,19,7
2,2,3,13,50,12
0,2,3,13,29,5
2,2,3,12,21,7
2,2,3,10,38,9
0,2,3,8,43,9
2,2,3,5,39,20
0,2,3,3,47,0
0,2,3,2,61,4
2,2,3,2,46,15
2,2,3,2,45,2
2,2,3,2,43,1
0,2,2,28,19,6
2,2,2,27,31,7
2,2,2,27,29,6
0,2,2,17,39,4
2,2,2,12,37,8
2,2,2,10,31,12
2,2,2,8,39,3
2,2,2,3,38,2
5,2,1,37,26,6
0,2,1,20,33,7
0,2,1,17,31,3
2,2,1,13,21,6
2,2,1,2,44,6
2,2,0,7,37,10
12,2,0,7,34,8
0,2,0,5,35,9
2,2,0,3,39,6
2,2,0,2,44,6
0,1,99,12,21,23
2,1,92,10,36,46
0,1,77,5,50,62
2,1,75,2,27,61
0,1,74,5,49,49
5,1,68,12,42,43
2,1,67,12,31,21
2,1,66,7,19,18
0,1,65,3,54,44
2,1,64,17,33,36
0,1,64,3,44,49
2,1,63,15,54,79
0,1,63,7,67,73
2,1,62,5,80,35
10,1,61,20,44,77
2,1,61,3,48,61
2,1,60,3,41,65
0,1,60,0,27,37
5,1,58,12,27,18
2,1,58,8,47,57
5,1,57,13,37,40
2,1,57,12,32,52
5,1,56,10,64,54
5,1,55,22,39,84
2,1,55,13,34,46
0,1,55,2,71,66
0,1,55,0,40,50
2,1,54,3,100,31
0,1,54,2,100,42
5,1,54,2,39,43
2,1,53,17,44,36
2,1,53,15,45,49
2,1,53,7,39,29
0,1,52,3,67,37
0,1,51,15,90,37
0,1,51,15,48,33
0,1,51,5,46,26
2,1,50,7,46,33
0,1,50,3,47,36
2,1,50,3,37,28
2,1,49,23,47,75
0,1,49,20,67,21
0,1,49,8,67,36
30,1,48,32,40,55
5,1,48,10,42,52
0,1,48,10,39,23
2,1,48,5,23,28
0,1,48,3,48,
0,1,48,2,74,39
0,1,48,0,54,55
5,1,47,17,43,44
2,1,47,12,67,36
2,1,47,3,50,64
0,1,47,2,61,47
0,1,47,0,44,48
0,1,46,8,32,34
2,1,46,8,28,45
2,1,46,7,44,20
0,1,46,3,58,37
0,1,46,2,80,46
12,1,45,17,90,44
0,1,45,12,29,37
0,1,45,8,23,46
2,1,45,7,31,37
2,1,45,7,30,19
2,1,45,3,54,37
0,1,45,3,50,30
0,1,45,3,49,46
0,1,45,0,48,46
2,1,44,18,67,77
0,1,44,13,41,59
2,1,44,10,36,30
0,1,44,5,48,49
0,1,44,3,46,23
0,1,44,2,50,44
0,1,44,2,49,40
2,1,44,2,38,35
0,1,43,33,29,46
5,1,43,17,25,25
5,1,43,15,54,63
10,1,43,15,31,83
0,1,43,13,44,24
2,1,43,12,41,32
2,1,43,8,51,35
0,1,43,8,41,26
5,1,43,3,140,40
0,1,43,3,112,44
0,1,43,3,74,31
0,1,43,3,71,36
0,1,43,3,47,41
0,1,43,2,80,45
0,1,43,2,49,45
2,1,43,0,41,
8,1,42,17,39,39
0,1,42,17,35,24
12,1,42,15,32,82
20,1,42,12,47,64
8,1,42,12,45,16
2,1,42,8,42,36
8,1,42,8,31,77
0,1,42,2,61,40
5,1,41,17,50,46
2,1,41,15,129,56
0,1,41,5,44,39
0,1,41,5,41,24
0,1,41,5,34,42
2,1,41,5,33,14
2,1,41,5,31,22
0,1,41,2,97,37
0,1,41,2,49,32
0,1,41,0,48,42
5,1,40,23,90,46
0,1,40,15,26,30
5,1,40,12,42,54
2,1,40,12,26,41
0,1,40,8,44,23
0,1,40,8,41,24
2,1,40,8,24,41
0,1,40,0,87,29
8,1,39,22,43,54
15,1,39,13,27,82
2,1,39,8,23,22
2,1,39,7,44,23
0,1,39,5,38,20
0,1,39,3,45,32
0,1,39,2,112,40
10,1,38,18,39,63
0,1,38,17,32,32
5,1,38,15,44,46
8,1,38,10,31,29
2,1,38,8,47,38
2,1,38,8,33,20
2,1,38,7,100,40
0,1,38,3,71,43
0,1,38,2,51,36
0,1,38,2,48,36
5,1,37,30,58,80
5,1,37,20,115,41
8,1,37,18,67,53
2,1,37,18,45,32
10,1,37,18,43,87
10,1,37,15,31,87
18,1,37,15,29,89
5,1,37,13,50,36
0,1,37,12,44,28
8,1,37,8,115,54
5,1,37,3,48,20
0,1,37,3,43,28
0,1,37,2,39,32
5,1,36,20,42,42
10,1,36,20,37,74
12,1,36,20,31,74
5,1,36,18,44,47
5,1,36,17,36,28
2,1,36,17,31,52
5,1,36,15,71,46
0,1,36,13,44,27
5,1,36,13,35,31
5,1,36,13,34,83
2,1,36,8,87,37
8,1,36,8,67,41
2,1,36,7,35,63
0,1,36,5,41,33
0,1,36,3,28,36
0,1,36,2,100,38
5,1,35,30,39,54
2,1,35,18,58,45
5,1,35,18,58,44
20,1,35,18,13,19
5,1,35,15,58,52
8,1,35,15,42,32
2,1,35,13,67,52
2,1,35,13,42,43
2,1,35,12,71,58
5,1,35,12,42,56
5,1,35,12,37,37
5,1,35,10,42,32
2,1,35,10,31,66
2,1,35,7,44,56
2,1,35,7,31,20
0,1,35,3,54,26
2,1,35,3,21,40
0,1,35,2,108,48
0,1,35,2,46,32
8,1,34,51,39,38
15,1,34,28,34,33
18,1,34,25,47,73
2,1,34,20,93,34
5,1,34,20,36,89
2,1,34,17,42,33
2,1,34,15,30,41
2,1,34,13,44,29
12,1,34,13,38,77
2,1,34,12,50,45
2,1,34,10,44,18
15,1,34,10,38,82
0,1,34,8,58,56
2,1,34,8,37,54
0,1,34,7,58,34
0,1,34,7,48,20
2,1,34,5,38,31
5,1,34,3,43,45
0,1,34,2,46,23
8,1,33,37,38,38
5,1,33,37,27,53
2,1,33,20,31,32
5,1,33,20,29,51
2,1,33,18,27,49
8,1,33,17,44,58
5,1,33,17,41,41
2,1,33,15,38,46
0,1,33,15,31,39
5,1,33,13,51,52
10,1,33,13,50,60
2,1,33,13,32,38
2,1,33,12,31,41
2,1,33,8,84,57
0,1,33,8,71,58
5,1,33,7,41,21
5,1,33,7,31,30
0,1,33,5,33,27
2,1,33,5,14,15
5,1,33,3,48,40
0,1,33,3,46,30
0,1,33,2,126,33
0,1,33,2,51,36
8,1,32,23,44,
5,1,32,22,34,52
5,1,32,20,37,53
2,1,32,20,25,48
2,1,32,18,31,34
2,1,32,17,61,73
5,1,32,13,50,36
2,1,32,12,38,28
5,1,32,12,38,33
5,1,32,12,38,27
2,1,32,12,32,56
8,1,32,12,27,42
0,1,32,10,54,57
2,1,32,10,43,24
0,1,32,8,45,20
0,1,32,8,20,39
2,1,32,7,37,14
0,1,32,5,61,39
2,1,32,5,41,35
0,1,32,3,43,31
0,1,32,2,47,23
0,1,32,2,37,21
2,1,32,2,37,36
0,1,32,0,44,29
0,1,31,42,51,36
8,1,31,22,29,76
5,1,31,20,25,31
5,1,31,17,28,68
2,1,31,15,48,62
2,1,31,15,46,57
2,1,31,13,46,57
2,1,31,13,32,32
5,1,31,13,26,40
2,1,31,12,45,45
0,1,31,12,40,38
5,1,31,10,46,28
2,1,31,10,44,66
5,1,31,10,44,19
8,1,31,10,43,74
2,1,31,8,47,39
0,1,31,7,22,29
0,1,31,5,41,43
0,1,31,5,31,35
0,1,31,5,28,35
0,1,31,2,51,51
0,1,31,2,44,22
0,1,31,2,42,36
2,1,31,0,49,33
10,1,30,27,44,57
15,1,30,25,18,
5,1,30,23,31,36
2,1,30,22,47,51
5,1,30,18,44,38
8,1,30,17,46,53
2,1,30,15,33,14
0,1,30,15,23,13
5,1,30,13,61,50
5,1,30,13,58,52
5,1,30,13,36,40
2,1,30,12,90,34
5,1,30,12,31,36
5,1,30,10,47,50
0,1,30,10,32,19
2,1,30,8,46,38
2,1,30,8,40,33
5,1,30,8,37,22
0,1,30,7,31,20
2,1,30,5,49,51
5,1,30,5,45,17
0,1,30,5,35,28
0,1,30,3,104,29
0,1,30,3,74,34
0,1,30,3,37,31
2,1,30,3,31,27
2,1,30,2,49,27
0,1,30,2,45,31
10,1,29,30,34,33
12,1,29,20,39,65
5,1,29,15,51,37
5,1,29,15,39,29
2,1,29,15,36,36
10,1,29,15,34,19
2,1,29,15,26,25
2,1,29,13,71,39
5,1,29,13,41,33
5,1,29,13,36,22
0,1,29,13,34,35
2,1,29,12,90,31
5,1,29,12,50,27
2,1,29,12,31,53
2,1,29,12,30,28
2,1,29,12,30,26
5,1,29,10,80,43
2,1,29,10,43,21
2,1,29,10,34,42
2,1,29,8,46,42
2,1,29,8,44,28
2,1,29,8,30,36
2,1,29,8,26,16
0,1,29,8,23,25
0,1,29,7,54,54
2,1,29,7,24,28
0,1,29,7,22,25
0,1,29,5,50,19
2,1,29,5,44,24
0,1,29,3,44,15
2,1,29,3,40,23
5,1,29,2,47,37
8,1,29,2,32,65
0,1,29,2,31,37
5,1,28,25,37,43
5,1,28,23,38,60
2,1,28,22,30,48
8,1,28,20,40,23
5,1,28,20,32,37
2,1,28,20,21,31
2,1,28,18,50,61
5,1,28,18,50,32
5,1,28,18,41,28
48,1,28,17,19,19
5,1,28,15,54,37
22,1,28,15,46,51
2,1,28,15,44,60
5,1,28,15,43,25
5,1,28,15,32,43
0,1,28,15,27,32
10,1,28,13,46,56
2,1,28,13,44,55
0,1,28,13,32,37
2,1,28,12,74,51
2,1,28,12,44,32
5,1,28,12,44,48
2,1,28,12,41,35
2,1,28,12,39,31
5,1,28,12,32,32
5,1,28,12,22,17
5,1,28,10,58,33
2,1,28,10,46,46
2,1,28,10,43,23
8,1,28,10,33,68
2,1,28,10,21,27
2,1,28,8,49,40
0,1,28,8,44,21
10,1,28,8,32,41
2,1,28,7,36,18
2,1,28,7,34,24
2,1,28,5,64,26
0,1,28,5,61,39
0,1,28,5,49,19
2,1,28,5,29,15
0,1,28,5,19,33
0,1,28,3,74,36
0,1,28,3,37,26
0,1,28,3,25,26
5,1,27,42,42,43
2,1,27,25,16,31
8,1,27,22,44,36
5,1,27,22,40,42
2,1,27,20,61,28
2,1,27,20,46,55
2,1,27,20,36,27
8,1,27,18,74,53
0,1,27,18,49,23
2,1,27,18,49,37
5,1,27,18,31,44
5,1,27,17,54,46
5,1,27,17,50,35
8,1,27,17,46,34
2,1,27,17,30,25
5,1,27,17,29,25
18,1,27,17,28,39
5,1,27,15,44,39
8,1,27,15,31,35
5,1,27,13,44,55
2,1,27,13,36,42
2,1,27,13,31,37
2,1,27,13,21,24
0,1,27,12,87,53
8,1,27,12,71,46
5,1,27,12,41,32
0,1,27,12,40,27
8,1,27,12,33,35
5,1,27,12,28,44
5,1,27,12,26,43
0,1,27,10,34,41
2,1,27,10,23,12
2,1,27,10,16,16
0,1,27,8,43,33
0,1,27,8,42,14
2,1,27,8,31,42
2,1,27,7,67,47
2,1,27,7,67,46
0,1,27,7,39,22
0,1,27,7,28,23
0,1,27,7,25,20
2,1,27,5,61,39
2,1,27,5,25,25
0,1,27,3,87,6
0,1,27,3,54,30
2,1,27,3,45,27
2,1,26,38,39,26
5,1,26,30,41,35
2,1,26,23,46,27
2,1,26,22,51,38
18,1,26,22,46,33
5,1,26,18,51,44
2,1,26,18,44,34
5,1,26,17,45,28
2,1,26,15,43,45
2,1,26,15,31,36
2,1,26,13,51,37
5,1,26,13,49,31
2,1,26,13,43,49
2,1,26,13,35,24
0,1,26,13,31,24
8,1,26,13,31,27
8,1,26,12,51,38
2,1,26,12,48,37
2,1,26,12,44,58
2,1,26,12,41,30
2,1,26,12,28,40
5,1,26,12,21,23
2,1,26,12,6,13
0,1,26,10,46,38
5,1,26,10,45,25
2,1,26,10,44,19
2,1,26,10,43,32
0,1,26,10,33,28
2,1,26,10,33,52
8,1,26,10,32,33
2,1,26,10,26,33
5,1,26,10,19,13
0,1,26,8,41,11
2,1,26,8,41,34
0,1,26,8,40,19
0,1,26,8,37,50
0,1,26,8,32,35
2,1,26,8,26,30
5,1,26,7,71,38
2,1,26,7,50,34
2,1,26,7,45,49
2,1,26,7,44,46
2,1,26,7,32,32
0,1,26,7,30,53
2,1,26,7,29,49
0,1,26,5,44,32
2,1,26,3,49,36
0,1,26,3,47,30
2,1,26,3,44,56
0,1,26,3,31,19
0,1,26,2,87,29
5,1,26,2,46,35
2,1,26,2,39,18
0,1,26,2,35,27
5,1,25,45,64,69
5,1,25,45,31,39
8,1,25,32,23,26
2,1,25,27,44,45
8,1,25,27,38,40
2,1,25,25,43,24
8,1,25,23,40,36
12,1,25,23,39,32
2,1,25,22,31,28
2,1,25,20,90,45
2,1,25,20,44,36
2,1,25,20,44,37
5,1,25,20,38,48
2,1,25,18,36,24
2,1,25,18,31,27
12,1,25,17,36,21
8,1,25,17,32,44
5,1,25,15,90,32
2,1,25,15,84,42
5,1,25,15,51,52
0,1,25,15,22,37
5,1,25,15,19,22
5,1,25,13,104,44
2,1,25,13,64,51
5,1,25,13,51,51
8,1,25,13,46,58
2,1,25,13,42,43
2,1,25,13,37,33
5,1,25,13,35,29
2,1,25,13,27,19
10,1,25,12,61,31
2,1,25,12,45,29
5,1,25,12,45,31
5,1,25,12,41,28
8,1,25,12,40,34
2,1,25,12,31,38
2,1,25,12,30,43
8,1,25,10,58,29
8,1,25,10,49,38
5,1,25,10,46,58
2,1,25,10,38,30
2,1,25,10,38,40
2,1,25,10,37,25
0,1,25,10,36,35
2,1,25,10,34,43
0,1,25,10,33,28
0,1,25,10,31,22
8,1,25,10,20,11
2,1,25,10,9,28
2,1,25,8,48,32
2,1,25,8,48,41
2,1,25,8,41,66
5,1,25,8,39,36
0,1,25,8,37,31
2,1,25,8,37,25
2,1,25,8,30,31
2,1,25,7,101,34
2,1,25,7,61,53
2,1,25,7,54,34
2,1,25,7,42,42
2,1,25,7,23,31
2,1,25,7,19,28
0,1,25,5,42,23
0,1,25,5,25,18
2,1,25,3,50,23
0,1,25,3,32,42
0,1,25,2,35,27
25,1,24,51,17,41
5,1,24,37,42,37
5,1,24,33,29,40
2,1,24,28,37,
2,1,24,25,30,33
10,1,24,23,47,56
2,1,24,23,40,22
2,1,24,23,31,34
8,1,24,23,18,28
2,1,24,22,20,18
5,1,24,20,84,34
2,1,24,20,25,28
0,1,24,18,51,31
2,1,24,18,49,49
5,1,24,18,42,25
5,1,24,18,31,31
2,1,24,18,30,29
25,1,24,17,58,46
2,1,24,17,54,29
2,1,24,17,47,28
5,1,24,17,28,30
2,1,24,15,84,37
2,1,24,15,54,32
5,1,24,15,51,23
5,1,24,15,44,36
10,1,24,15,44,37
2,1,24,15,41,25
2,1,24,15,39,51
2,1,24,15,36,32
2,1,24,15,30,20
2,1,24,15,30,29
5,1,24,15,26,28
0,1,24,13,49,17
5,1,24,13,44,36
2,1,24,13,39,28
2,1,24,13,35,34
2,1,24,13,35,31
2,1,24,13,33,19
2,1,24,13,31,51
2,1,24,13,30,30
2,1,24,13,19,30
2,1,24,12,54,41
5,1,24,12,54,38
5,1,24,12,44,30
2,1,24,12,43,34
5,1,24,12,43,47
2,1,24,12,42,29
5,1,24,12,40,28
0,1,24,12,35,24
2,1,24,12,31,32
5,1,24,12,31,37
5,1,24,12,31,28
2,1,24,12,30,35
2,1,24,12,27,38
0,1,24,12,26,30
2,1,24,10,49,
5,1,24,10,48,44
5,1,24,10,45,32
2,1,24,10,41,37
2,1,24,10,41,27
2,1,24,10,31,27
0,1,24,10,26,31
2,1,24,8,90,34
2,1,24,8,40,27
2,1,24,8,36,41
5,1,24,8,36,23
0,1,24,8,35,14
0,1,24,8,31,22
0,1,24,8,28,24
2,1,24,8,26,63
15,1,24,8,24,32
2,1,24,7,74,34
2,1,24,7,54,44
2,1,24,7,40,46
2,1,24,7,39,22
2,1,24,7,38,38
2,1,24,7,37,37
2,1,24,7,33,36
2,1,24,7,28,36
2,1,24,7,27,25
0,1,24,5,49,37
2,1,24,5,43,27
2,1,24,5,36,26
0,1,24,3,101,31
2,1,24,3,58,38
0,1,24,3,49,35
0,1,24,3,44,16
2,1,24,3,28,33
0,1,24,2,93,12
2,1,24,2,46,30
0,1,24,2,44,20
2,1,24,2,44,23
2,1,24,2,39,58
2,1,24,2,34,12
5,1,23,33,36,24
10,1,23,30,49,36
5,1,23,30,31,44
10,1,23,28,33,30
5,1,23,25,39,33
2,1,23,23,19,15
2,1,23,22,37,34
8,1,23,22,37,25
2,1,23,22,30,34
0,1,23,22,26,38
5,1,23,20,54,52
2,1,23,20,33,31
5,1,23,20,32,34
5,1,23,20,21,28
2,1,23,20,19,34
2,1,23,20,19,12
5,1,23,18,44,61
5,1,23,18,43,25
2,1,23,18,34,38
2,1,23,18,30,39
12,1,23,18,26,31
5,1,23,18,24,29
8,1,23,17,64,43
2,1,23,17,45,39
5,1,23,17,31,32
8,1,23,17,30,27
18,1,23,17,25,36
