SO2,CO,PM10,No2,O3,PM2.5
8,6,69,22,44,122
2,6,69,12,84,105
15,6,68,71,44,92
5,6,68,58,48,85
8,6,68,55,50,115
5,6,68,55,31,89
20,6,68,54,74,93
12,6,68,53,41,103
10,6,68,52,42,115
5,6,68,51,47,81
5,6,68,48,28,105
5,6,68,47,80,120
5,6,68,47,42,87
5,6,68,45,74,98
8,6,68,45,71,103
18,6,68,42,93,115
5,6,68,42,61,131
12,6,68,38,37,102
5,6,68,33,49,112
5,6,68,32,87,119
5,6,68,28,49,82
8,6,68,27,51,116
10,6,68,18,187,88
8,6,67,60,84,96
8,6,67,55,71,109
8,6,67,53,61,94
22,6,67,53,49,89
8,6,67,52,101,102
8,6,67,51,71,110
8,6,67,50,80,98
8,6,67,48,77,117
8,6,67,47,51,90
5,6,67,40,90,93
5,6,67,38,51,128
5,6,67,37,64,119
18,6,67,35,71,67
8,6,67,30,74,127
2,6,67,30,50,96
8,6,67,28,115,121
2,6,67,28,47,89
5,6,67,27,46,109
8,6,66,55,77,101
18,6,66,51,35,85
25,6,66,48,71,114
2,6,66,47,49,100
5,6,66,45,112,121
8,6,66,42,67,107
2,6,66,40,74,85
5,6,66,40,38,116
5,6,66,38,64,112
8,6,66,38,64,120
8,6,66,37,67,93
8,6,66,37,61,131
8,6,66,35,80,113
10,6,66,30,136,91
2,6,66,28,54,90
10,6,66,27,47,116
2,6,66,12,43,133
18,6,65,57,64,117
38,6,65,52,84,101
35,6,65,52,30,94
5,6,65,50,87,90
8,6,65,45,61,110
12,6,65,43,97,107
5,6,65,42,51,109
2,6,65,40,50,129
8,6,65,38,101,112
8,6,65,38,97,107
10,6,65,38,42,100
2,6,65,32,51,91
5,6,65,28,136,83
10,6,65,28,93,104
12,6,65,28,46,109
2,6,65,27,67,95
10,6,65,27,49,113
8,6,65,27,46,115
8,6,65,25,169,93
2,6,65,12,71,141
18,6,64,79,50,118
5,6,64,59,58,93
5,6,64,55,20,98
8,6,64,53,61,111
5,6,64,47,77,76
5,6,64,45,58,106
5,6,64,45,39,89
8,6,64,42,80,124
12,6,64,40,44,104
8,6,64,37,71,96
8,6,64,33,67,105
12,6,64,33,51,101
2,6,64,30,33,126
8,6,64,25,93,112
5,6,63,55,74,91
18,6,63,53,41,97
5,6,63,52,44,98
5,6,63,52,38,103
5,6,63,52,28,95
12,6,63,51,33,90
12,6,63,50,108,98
5,6,63,50,64,119
10,6,63,47,108,89
5,6,63,47,40,92
10,6,63,43,104,90
5,6,63,43,61,91
5,6,63,42,74,120
5,6,63,42,67,101
10,6,63,40,71,124
8,6,63,38,54,116
10,6,63,38,47,119
32,6,63,37,90,109
8,6,63,37,67,75
20,6,63,33,46,72
2,6,63,33,34,79
12,6,63,32,90,91
8,6,63,30,159,93
8,6,63,30,58,117
12,6,63,25,164,107
2,6,63,25,58,87
8,6,63,23,118,91
8,6,63,20,61,91
15,6,62,58,28,94
8,6,62,57,24,133
28,6,62,55,77,93
5,6,62,55,64,82
5,6,62,52,71,76
5,6,62,52,44,89
5,6,62,52,34,97
5,6,62,51,67,96
5,6,62,51,14,97
12,6,62,48,51,101
8,6,62,40,84,107
8,6,62,40,54,80
30,6,62,38,64,105
8,6,62,38,58,104
10,6,62,38,58,91
5,6,62,38,50,110
5,6,62,33,48,89
8,6,62,32,54,119
10,6,62,32,42,120
18,6,62,28,100,73
10,6,62,28,87,113
5,6,62,28,48,109
5,6,62,27,45,95
8,6,62,17,71,128
2,6,62,15,36,127
2,6,62,8,108,104
8,6,61,58,80,95
5,6,61,53,84,79
5,6,61,52,19,86
8,6,61,48,71,103
5,6,61,48,40,98
10,6,61,47,74,89
5,6,61,47,21,99
5,6,61,43,61,102
8,6,61,42,51,77
5,6,61,42,47,111
10,6,61,40,87,118
5,6,61,40,67,96
5,6,61,40,51,110
10,6,61,40,34,107
20,6,61,38,61,98
8,6,61,38,45,95
10,6,61,32,58,116
2,6,61,32,33,119
5,6,61,30,51,121
8,6,61,28,47,112
2,6,61,23,34,117
10,6,61,20,80,134
8,6,60,61,48,91
5,6,60,57,108,73
2,6,60,56,100,110
5,6,60,53,46,99
5,6,60,50,74,124
12,6,60,47,67,113
10,6,60,43,93,118
5,6,60,42,42,101
5,6,60,38,54,99
8,6,60,38,44,76
5,6,60,37,47,118
5,6,60,37,41,113
5,6,60,35,49,95
18,6,60,33,126,67
5,6,60,32,37,85
5,6,60,30,45,100
5,6,60,28,54,97
8,6,60,27,45,111
2,6,60,27,29,120
12,6,60,25,47,111
5,6,60,25,34,115
5,6,59,55,80,96
15,6,59,55,31,88
8,6,59,54,48,90
2,6,59,54,31,113
12,6,59,52,67,97
2,6,59,52,50,95
5,6,59,50,45,115
18,6,59,48,77,92
5,6,59,45,61,116
15,6,59,43,87,93
10,6,59,42,87,84
8,6,59,40,64,95
8,6,59,38,51,120
5,6,59,33,87,78
5,6,59,33,61,79
12,6,59,32,67,108
8,6,59,32,37,96
2,6,59,32,36,84
5,6,59,30,67,110
8,6,59,28,46,121
12,6,59,27,129,90
5,6,59,27,51,114
10,6,59,25,87,103
2,6,59,7,80,75
5,6,58,53,25,90
10,6,58,51,61,98
2,6,58,51,37,94
8,6,58,50,51,102
5,6,58,50,19,116
5,6,58,47,61,99
5,6,58,45,49,97
8,6,58,43,50,86
15,6,58,42,58,96
18,6,58,40,101,91
5,6,58,40,77,97
10,6,58,38,112,93
2,6,58,37,93,93
5,6,58,37,51,107
12,6,58,30,159,79
10,6,58,23,49,113
22,6,57,62,67,93
5,6,57,55,44,86
12,6,57,53,100,92
5,6,57,53,16,103
8,6,57,52,97,92
18,6,57,52,48,95
25,6,57,52,41,84
5,6,57,51,46,68
10,6,57,51,41,100
8,6,57,48,67,82
5,6,57,48,64,110
8,6,57,48,50,97
8,6,57,45,115,79
5,6,57,37,48,71
10,6,57,33,67,84
5,6,57,28,74,100
2,6,57,28,61,92
5,6,57,28,47,117
2,6,57,25,37,76
0,6,57,25,29,109
8,6,57,23,87,89
5,6,57,23,64,99
10,6,56,57,97,66
10,6,56,56,108,77
5,6,56,55,58,101
5,6,56,55,10,90
5,6,56,54,45,96
8,6,56,54,44,97
5,6,56,54,10,91
15,6,56,53,87,98
8,6,56,52,80,99
8,6,56,52,51,89
18,6,56,52,44,82
10,6,56,50,97,101
5,6,56,45,71,94
15,6,56,43,44,88
5,6,56,42,90,81
8,6,56,42,26,91
10,6,56,40,84,77
5,6,56,37,33,79
5,6,56,35,61,126
5,6,56,35,42,73
10,6,56,32,90,104
5,6,56,32,48,89
5,6,56,30,84,95
8,6,56,27,67,109
5,6,56,25,61,102
5,6,56,20,71,119
2,6,56,15,64,126
8,6,55,65,54,62
22,6,55,56,49,95
15,6,55,56,48,82
5,6,55,55,41,82
2,6,55,53,30,64
2,6,55,52,54,77
2,6,55,52,46,94
5,6,55,51,64,89
10,6,55,47,38,119
10,6,55,45,54,114
5,6,55,45,41,61
8,6,55,40,37,80
5,6,55,37,77,91
8,6,55,37,43,96
5,6,55,35,33,81
5,6,55,33,100,81
5,6,55,32,43,76
8,6,55,30,80,112
5,6,55,27,90,72
8,6,55,27,61,72
2,6,55,18,64,117
5,6,55,18,54,120
5,6,55,18,38,89
5,6,54,64,87,71
18,6,54,61,37,70
18,6,54,59,49,84
22,6,54,57,51,80
15,6,54,54,58,79
5,6,54,52,43,78
5,6,54,50,74,70
5,6,54,50,35,80
5,6,54,48,126,79
5,6,54,47,58,125
5,6,54,47,31,62
10,6,54,45,54,82
5,6,54,43,43,81
5,6,54,42,61,87
8,6,54,42,47,95
20,6,54,40,51,84
8,6,54,40,44,98
10,6,54,40,37,103
18,6,54,37,58,70
2,6,54,37,50,103
2,6,54,35,26,108
5,6,54,33,122,69
22,6,54,33,74,88
8,6,54,32,44,83
5,6,54,30,50,84
12,6,54,27,64,67
5,6,54,27,61,110
5,6,54,27,54,118
5,6,54,25,54,111
2,6,54,22,54,93
5,6,54,17,54,113
2,6,54,15,44,98
5,6,53,57,67,77
8,6,53,57,49,85
8,6,53,55,84,82
5,6,53,55,58,101
8,6,53,52,87,66
5,6,53,51,93,97
8,6,53,48,87,82
8,6,53,48,51,67
2,6,53,48,48,79
10,6,53,47,54,83
8,6,53,45,71,81
15,6,53,43,54,78
8,6,53,42,87,93
0,6,53,37,30,110
8,6,53,33,49,85
8,6,53,32,58,128
2,6,53,25,64,102
8,6,53,25,47,111
5,6,53,22,61,120
5,6,53,20,74,123
2,6,53,15,64,117
8,6,52,69,71,91
2,6,52,64,108,62
12,6,52,60,74,75
8,6,52,58,44,84
15,6,52,57,64,64
5,6,52,56,28,89
8,6,52,55,67,97
8,6,52,55,41,78
5,6,52,55,21,92
5,6,52,54,49,82
8,6,52,52,61,83
12,6,52,50,39,79
8,6,52,48,31,64
5,6,52,47,50,101
5,6,52,47,37,84
5,6,52,43,50,87
5,6,52,42,58,114
30,6,52,40,84,71
8,6,52,38,54,123
8,6,52,37,67,89
10,6,52,35,49,92
12,6,52,33,129,75
5,6,52,33,108,68
10,6,52,33,50,83
5,6,52,32,77,108
8,6,52,32,54,65
2,6,52,30,47,85
5,6,52,30,47,87
12,6,52,28,132,77
5,6,52,27,64,95
8,6,52,27,64,106
8,6,52,23,37,85
10,6,52,20,61,67
5,6,52,20,51,113
2,6,52,20,42,123
5,6,52,18,47,114
8,6,51,68,25,72
10,6,51,65,74,94
12,6,51,64,67,86
8,6,51,60,67,97
10,6,51,58,37,70
5,6,51,57,44,85
8,6,51,55,90,88
8,6,51,55,47,85
10,6,51,55,26,78
2,6,51,52,61,96
8,6,51,48,45,75
5,6,51,47,84,48
10,6,51,45,126,81
8,6,51,45,31,82
8,6,51,43,46,96
2,6,51,42,46,81
12,6,51,42,26,98
5,6,51,40,61,69
5,6,51,38,31,76
8,6,51,37,84,103
5,6,51,37,50,88
2,6,51,33,44,95
10,6,51,33,41,69
2,6,51,30,51,105
5,6,51,28,44,74
10,6,51,23,126,93
8,6,51,22,71,85
2,6,51,22,64,111
8,6,51,22,44,79
5,6,51,20,108,69
8,6,51,18,115,70
8,6,51,18,64,91
2,6,50,63,54,74
12,6,50,62,112,81
10,6,50,60,51,82
5,6,50,55,54,89
10,6,50,55,51,89
8,6,50,52,100,72
8,6,50,52,80,95
18,6,50,52,61,113
8,6,50,52,54,76
5,6,50,52,38,67
25,6,50,52,19,79
52,6,50,51,49,76
10,6,50,51,45,
8,6,50,48,35,95
22,6,50,47,84,89
8,6,50,45,42,78
2,6,50,42,129,77
8,6,50,42,80,91
2,6,50,42,61,116
5,6,50,40,40,81
5,6,50,38,36,93
8,6,50,37,129,85
2,6,50,37,44,88
8,6,50,35,126,82
5,6,50,33,71,63
8,6,50,32,143,81
5,6,50,32,41,111
2,6,50,32,40,95
5,6,50,30,77,71
5,6,50,28,54,83
5,6,50,27,37,71
10,6,50,25,64,80
5,6,50,22,84,79
5,6,50,22,67,117
2,6,50,18,67,100
18,6,49,63,45,83
12,6,49,61,16,87
5,6,49,58,42,78
5,6,49,56,61,72
8,6,49,56,43,79
5,6,49,55,64,83
5,6,49,55,35,76
2,6,49,48,54,89
8,6,49,48,41,82
2,6,49,48,37,101
10,6,49,47,100,66
2,6,49,47,84,97
2,6,49,47,32,75
2,6,49,45,108,84
2,6,49,43,32,96
5,6,49,42,118,64
8,6,49,42,74,81
40,6,49,38,80,79
10,6,49,37,49,79
2,6,49,35,31,101
12,6,49,32,80,82
8,6,49,30,84,81
8,6,49,30,64,84
8,6,49,28,58,75
8,6,49,28,46,97
10,6,49,28,38,69
8,6,49,27,87,71
15,6,49,27,74,84
8,6,49,25,108,72
2,6,49,20,54,100
2,6,49,20,51,72
5,6,49,18,64,106
8,6,49,18,54,88
2,6,49,12,54,117
5,6,48,60,54,56
10,6,48,58,67,67
5,6,48,56,64,72
2,6,48,55,47,79
5,6,48,54,90,93
10,6,48,54,61,66
5,6,48,52,16,93
10,6,48,51,15,81
5,6,48,48,47,86
5,6,48,48,17,79
10,6,48,47,58,80
10,6,48,47,39,89
5,6,48,47,36,93
5,6,48,45,46,90
10,6,48,45,40,91
5,6,48,43,35,75
5,6,48,42,38,79
5,6,48,40,84,65
8,6,48,40,48,98
2,6,48,40,46,88
5,6,48,37,126,73
22,6,48,37,101,88
8,6,48,37,74,88
50,6,48,37,61,69
10,6,48,37,45,77
5,6,48,35,122,69
10,6,48,35,80,88
8,6,48,35,67,80
2,6,48,33,44,89
5,6,48,32,46,71
2,6,48,32,42,94
5,6,48,30,90,74
8,6,48,25,64,103
5,6,48,25,58,109
5,6,48,23,54,117
5,6,48,23,50,65
5,6,48,17,54,112
8,6,47,61,49,69
10,6,47,60,58,75
5,6,47,59,29,91
12,6,47,54,13,82
22,6,47,51,50,73
10,6,47,48,45,88
5,6,47,48,34,85
5,6,47,47,100,79
5,6,47,47,51,79
5,6,47,43,49,73
0,6,47,43,43,63
10,6,47,42,48,77
15,6,47,42,39,65
30,6,47,40,37,75
5,6,47,38,49,85
2,6,47,37,47,93
2,6,47,37,41,82
32,6,47,35,77,73
5,6,47,35,50,91
8,6,47,35,25,72
5,6,47,33,47,72
8,6,47,30,46,91
10,6,47,28,84,76
5,6,47,28,58,85
2,6,47,28,35,81
15,6,47,27,74,94
22,6,47,25,77,72
2,6,47,25,38,95
5,6,47,23,67,89
10,6,47,23,64,75
2,6,47,23,51,109
2,6,47,23,49,83
2,6,47,23,43,74
2,6,47,22,50,99
2,6,47,18,51,99
8,6,47,15,51,107
8,6,46,62,101,79
20,6,46,55,74,81
2,6,46,55,45,83
8,6,46,55,45,95
2,6,46,55,43,91
5,6,46,55,39,81
30,6,46,55,28,79
5,6,46,54,48,69
28,6,46,53,101,104
5,6,46,52,54,87
8,6,46,51,48,85
2,6,46,51,45,89
12,6,46,48,97,74
2,6,46,45,49,77
10,6,46,43,71,74
8,6,46,40,36,78
5,6,46,40,35,82
5,6,46,38,39,93
10,6,46,37,43,100
5,6,46,35,84,87
8,6,46,33,67,61
5,6,46,33,58,58
2,6,46,33,47,80
15,6,46,32,58,78
5,6,46,30,74,103
2,6,46,30,42,69
8,6,46,28,44,70
10,6,46,27,36,64
2,6,46,25,58,85
2,6,46,20,50,114
2,6,46,18,45,105
10,6,45,60,41,93
8,6,45,54,64,71
5,6,45,54,61,61
2,6,45,54,37,66
5,6,45,53,101,60
28,6,45,53,32,77
5,6,45,52,41,95
2,6,45,50,100,59
5,6,45,50,36,91
12,6,45,47,74,80
18,6,45,43,87,81
8,6,45,43,74,66
8,6,45,43,58,74
2,6,45,42,15,78
12,6,45,38,51,63
5,6,45,38,36,58
2,6,45,37,39,91
5,6,45,33,40,96
5,6,45,30,74,71
10,6,45,30,39,68
2,6,45,28,51,88
2,6,45,23,54,93
18,6,45,22,101,89
8,6,45,22,87,58
5,6,45,22,64,82
2,6,45,22,36,84
2,6,45,20,67,89
8,6,45,18,58,97
12,6,45,17,118,79
5,6,44,59,50,84
8,6,44,55,77,81
8,6,44,55,44,68
5,6,44,54,51,87
18,6,44,54,46,76
2,6,44,51,27,83
5,6,44,50,122,53
5,6,44,47,61,73
10,6,44,47,49,66
5,6,44,45,80,69
5,6,44,45,40,103
2,6,44,38,71,85
2,6,44,38,44,80
5,6,44,38,38,77
2,6,44,38,37,84
5,6,44,37,41,78
2,6,44,32,61,90
5,6,44,28,41,89
5,6,44,23,41,66
8,6,43,64,35,74
5,6,43,61,64,71
22,6,43,55,71,68
15,6,43,55,58,69
5,6,43,55,41,87
8,6,43,55,34,68
10,6,43,55,32,71
15,6,43,55,28,76
5,6,43,53,71,78
15,6,43,53,49,76
8,6,43,53,33,90
2,6,43,52,41,77
8,6,43,51,108,83
5,6,43,51,49,71
2,6,43,51,43,84
8,6,43,51,40,85
5,6,43,50,87,71
10,6,43,50,39,84
5,6,43,48,132,65
12,6,43,48,71,76
5,6,43,47,90,77
8,6,43,47,44,78
38,6,43,45,48,71
5,6,43,43,67,82
2,6,43,42,80,76
5,6,43,42,34,68
5,6,43,42,8,74
5,6,43,40,48,80
2,6,43,38,45,83
8,6,43,37,93,78
22,6,43,33,90,79
5,6,43,33,45,77
10,6,43,32,93,72
18,6,43,32,67,76
5,6,43,28,136,77
5,6,43,27,51,83
2,6,43,27,44,60
2,6,43,20,77,55
2,6,43,20,49,94
5,6,43,15,71,68
2,6,43,7,51,96
12,6,42,62,84,59
2,6,42,60,39,66
10,6,42,53,61,63
5,6,42,52,90,77
5,6,42,52,74,83
2,6,42,52,41,95
5,6,42,52,41,75
8,6,42,51,46,67
2,6,42,51,13,90
5,6,42,50,34,79
5,6,42,47,21,89
15,6,42,45,77,65
10,6,42,42,50,79
2,6,42,40,49,79
5,6,42,38,48,70
2,6,42,38,24,64
8,6,42,37,42,90
5,6,42,35,108,70
8,6,42,35,37,64
12,6,42,32,64,80
15,6,42,30,44,74
20,6,42,25,100,64
2,6,42,22,32,82
10,6,41,65,61,61
12,6,41,63,44,72
2,6,41,59,80,52
5,6,41,59,31,69
2,6,41,57,64,76
5,6,41,56,129,60
5,6,41,56,46,66
5,6,41,56,38,67
20,6,41,54,45,73
5,6,41,53,30,72
5,6,41,52,51,70
2,6,41,51,84,58
8,6,41,50,45,74
2,6,41,48,34,76
5,6,41,48,15,82
5,6,41,47,35,79
15,6,41,45,37,59
10,6,41,45,36,81
8,6,41,43,40,84
2,6,41,42,115,65
5,6,41,38,58,47
2,6,41,38,24,67
10,6,41,37,31,64
8,6,41,33,46,72
5,6,41,33,45,85
10,6,41,32,33,59
8,6,41,25,64,68
8,6,41,22,146,72
2,6,41,22,49,56
5,6,41,18,51,59
5,6,40,63,40,67
2,6,40,56,34,47
5,6,40,55,35,78
2,6,40,55,32,70
5,6,40,55,19,62
5,6,40,54,77,83
5,6,40,53,37,63
5,6,40,53,35,79
2,6,40,53,29,86
2,6,40,52,51,81
5,6,40,52,43,81
2,6,40,52,18,82
5,6,40,51,44,62
5,6,40,48,122,70
15,6,40,48,80,78
5,6,40,47,118,64
8,6,40,47,49,89
5,6,40,47,35,80
2,6,40,45,34,72
2,6,40,45,19,84
5,6,40,40,74,82
22,6,40,40,31,61
22,6,40,38,108,69
25,6,40,37,43,76
2,6,40,33,34,77
10,6,40,32,64,57
5,6,40,32,44,77
22,6,40,32,43,68
30,6,40,30,71,75
10,6,40,30,41,60
0,6,40,25,43,86
8,6,40,23,118,62
5,6,40,23,34,77
10,6,40,22,71,66
5,6,40,20,51,105
10,6,39,64,27,80
5,6,39,58,101,60
10,6,39,57,47,85
2,6,39,57,39,74
2,6,39,57,30,63
8,6,39,55,34,71
8,6,39,54,36,82
12,6,39,53,77,77
18,6,39,52,14,51
2,6,39,51,25,79
2,6,39,50,46,67
5,6,39,48,41,82
2,6,39,47,21,88
10,6,39,45,54,73
8,6,39,43,93,74
25,6,39,43,64,89
5,6,39,43,38,76
20,6,39,42,90,61
10,6,39,42,87,80
5,6,39,42,46,59
8,6,39,42,44,66
5,6,39,37,101,67
5,6,39,37,71,71
5,6,39,37,40,72
2,6,39,35,67,62
10,6,39,35,48,78
5,6,39,33,45,80
5,6,39,32,58,90
15,6,39,32,54,57
2,6,39,27,49,87
10,6,39,23,45,43
8,6,39,20,49,77
2,6,39,10,54,80
8,6,38,62,41,75
5,6,38,60,17,60
5,6,38,58,45,78
5,6,38,56,39,66
22,6,38,56,13,70
10,6,38,54,108,76
8,6,38,53,58,63
5,6,38,53,42,71
5,6,38,53,35,76
2,6,38,53,31,77
12,6,38,52,50,78
20,6,38,52,44,67
8,6,38,51,67,65
2,6,38,51,31,72
5,6,38,50,49,78
2,6,38,50,39,67
5,6,38,50,36,62
8,6,38,48,58,65
5,6,38,48,23,74
2,6,38,47,35,78
2,6,38,45,45,83
2,6,38,45,34,59
2,6,38,40,100,67
2,6,38,40,48,67
5,6,38,38,50,86
8,6,38,38,43,60
5,6,38,37,71,63
22,6,38,35,71,71
5,6,38,33,49,74
5,6,38,32,45,68
10,6,38,32,37,75
10,6,38,30,74,57
5,6,38,30,37,61
5,6,38,22,129,63
8,6,37,61,80,63
5,6,37,60,87,76
2,6,37,57,39,57
2,6,37,56,42,63
32,6,37,55,87,81
5,6,37,55,77,73
28,6,37,55,58,63
5,6,37,52,49,47
35,6,37,52,48,64
30,6,37,51,45,84
5,6,37,51,39,58
5,6,37,51,11,68
2,6,37,48,24,65
5,6,37,48,22,63
2,6,37,47,38,76
2,6,37,47,31,68
18,6,37,43,77,80
5,6,37,43,34,77
2,6,37,42,50,73
8,6,37,42,49,73
5,6,37,42,47,72
5,6,37,42,43,73
0,6,37,40,37,84
5,6,37,38,44,66
5,6,37,37,39,75
10,6,37,33,129,73
12,6,37,32,58,62
15,6,37,32,41,70
2,6,37,28,39,95
5,6,37,27,41,70
5,6,37,22,54,90
15,6,36,63,40,59
5,6,36,62,46,78
18,6,36,61,33,53
40,6,36,58,35,64
2,6,36,57,35,42
8,6,36,56,90,52
2,6,36,55,47,77
2,6,36,55,38,64
2,6,36,55,37,64
5,6,36,55,31,60
2,6,36,52,31,81
5,6,36,50,45,73
10,6,36,50,35,55
5,6,36,48,47,60
10,6,36,47,31,72
10,6,36,45,54,66
5,6,36,45,50,78
5,6,36,43,45,74
8,6,36,42,71,74
2,6,36,42,50,72
2,6,36,42,46,63
2,6,36,42,22,66
2,6,36,40,50,73
2,6,36,38,80,59
0,6,36,38,46,72
2,6,36,37,36,61
10,6,36,37,28,60
5,6,36,33,50,69
10,6,36,33,42,71
12,6,36,33,39,64
5,6,36,33,34,67
2,6,36,33,32,49
2,6,36,32,24,78
12,6,36,28,35,56
8,6,36,22,100,69
2,6,36,20,54,69
2,6,36,13,46,80
12,6,35,63,54,56
15,6,35,57,64,69
8,6,35,56,67,63
2,6,35,55,48,67
2,6,35,55,37,73
12,6,35,53,41,72
5,6,35,52,58,61
5,6,35,52,49,54
5,6,35,52,44,67
5,6,35,52,25,85
5,6,35,52,24,65
2,6,35,50,31,64
2,6,35,47,33,54
5,6,35,47,33,65
5,6,35,45,41,69
5,6,35,40,54,65
2,6,35,38,45,62
2,6,35,38,32,62
5,6,35,37,38,75
5,6,35,35,28,57
12,6,35,33,46,69
0,6,35,32,38,61
5,6,35,30,48,84
5,6,35,28,40,52
2,6,35,17,44,81
18,6,34,64,31,59
5,6,34,64,23,53
8,6,34,63,38,49
8,6,34,61,39,59
2,6,34,57,38,42
8,6,34,55,74,67
5,6,34,55,47,52
2,6,34,55,38,76
25,6,34,55,26,66
5,6,34,54,54,58
5,6,34,54,47,64
5,6,34,54,27,59
5,6,34,53,44,59
10,6,34,53,24,61
5,6,34,53,13,68
5,6,34,51,33,57
25,6,34,50,36,76
0,6,34,50,29,62
5,6,34,47,51,74
2,6,34,47,45,73
5,6,34,45,36,80
8,6,34,43,64,71
10,6,34,43,38,69
2,6,34,43,34,87
5,6,34,42,44,70
8,6,34,42,44,68
2,6,34,40,48,55
5,6,34,40,40,66
5,6,34,38,46,66
5,6,34,37,49,61
10,6,34,35,28,65
8,6,34,33,46,57
2,6,34,33,44,77
5,6,34,28,44,76
10,6,34,27,42,62
5,6,34,23,35,73
5,6,33,60,67,58
8,6,33,59,84,65
10,6,33,57,35,57
5,6,33,56,29,57
5,6,33,55,48,42
10,6,33,55,44,63
5,6,33,54,97,56
2,6,33,54,64,42
18,6,33,54,40,57
5,6,33,53,44,54
10,6,33,52,49,60
5,6,33,52,31,75
5,6,33,52,29,76
25,6,33,52,12,60
10,6,33,51,41,63
5,6,33,50,108,73
5,6,33,50,41,61
2,6,33,48,44,58
5,6,33,43,33,55
2,6,33,43,31,73
10,6,33,42,90,61
10,6,33,42,49,70
18,6,33,42,46,58
5,6,33,40,71,56
12,6,33,38,41,58
5,6,33,37,50,51
5,6,33,35,80,58
12,6,33,35,41,69
8,6,33,35,28,50
5,6,33,32,42,65
2,6,33,30,54,69
10,6,33,28,48,74
2,6,33,27,104,53
5,6,33,15,43,85
5,6,32,60,90,60
2,6,32,58,27,49
8,6,32,57,164,63
2,6,32,56,48,60
10,6,32,55,80,68
5,6,32,55,61,76
5,6,32,55,44,62
8,6,32,55,42,43
5,6,32,54,48,74
8,6,32,52,37,64
5,6,32,52,34,55
5,6,32,51,49,59
12,6,32,51,41,61
2,6,32,51,40,63
5,6,32,51,28,59
5,6,32,50,10,60
5,6,32,48,45,77
10,6,32,48,44,49
2,6,32,48,31,59
12,6,32,47,118,65
8,6,32,47,54,53
2,6,32,43,44,43
8,6,32,40,67,67
8,6,32,38,44,58
5,6,32,37,41,65
2,6,32,37,35,45
5,6,32,35,31,61
2,6,32,33,61,66
2,6,32,33,49,48
2,6,32,33,43,51
2,6,32,30,42,74
5,6,32,28,40,71
5,6,32,28,34,75
2,6,32,22,37,76
5,6,32,22,36,59
0,6,32,20,44,63
2,6,32,17,44,77
5,6,31,60,39,53
5,6,31,57,42,45
5,6,31,55,61,69
10,6,31,55,54,66
8,6,31,55,32,55
2,6,31,54,47,74
5,6,31,52,30,67
2,6,31,51,37,62
5,6,31,50,97,68
2,6,31,48,84,56
2,6,31,48,49,69
10,6,31,48,47,60
2,6,31,48,39,56
5,6,31,48,36,77
5,6,31,47,54,56
8,6,31,47,50,78
5,6,31,47,44,66
5,6,31,47,25,68
12,6,31,47,20,74
10,6,31,45,43,57
12,6,31,45,42,65
2,6,31,45,32,62
8,6,31,45,32,66
5,6,31,45,27,58
28,6,31,43,47,68
5,6,31,42,49,46
5,6,31,42,35,45
2,6,31,42,32,51
2,6,31,40,37,56
2,6,31,37,26,54
5,6,31,35,46,56
2,6,31,33,50,67
8,6,31,32,67,72
2,6,31,20,32,70
5,6,30,60,36,49
10,6,30,59,38,61
12,6,30,57,33,64
8,6,30,55,38,58
8,6,30,52,48,53
10,6,30,52,46,45
2,6,30,52,32,46
2,6,30,51,74,61
5,6,30,51,42,49
2,6,30,50,64,44
5,6,30,50,42,67
20,6,30,48,48,57
12,6,30,48,47,60
2,6,30,45,50,47
2,6,30,43,51,47
10,6,30,43,36,72
5,6,30,42,24,59
2,6,30,40,42,51
5,6,30,40,29,68
8,6,30,38,84,75
2,6,30,25,46,60
2,6,30,20,43,75
5,6,29,60,58,41
5,6,29,59,48,56
5,6,29,55,61,64
5,6,29,55,61,34
5,6,29,55,44,62
18,6,29,55,44,62
2,6,29,55,37,57
2,6,29,54,51,51
5,6,29,52,67,56
5,6,29,52,41,60
18,6,29,52,37,60
5,6,29,51,41,49
5,6,29,50,47,52
8,6,29,48,51,60
5,6,29,47,97,63
5,6,29,47,49,44
10,6,29,47,46,51
2,6,29,47,36,55
5,6,29,47,33,65
8,6,29,43,43,57
8,6,29,43,27,62
2,6,29,42,39,55
2,6,29,42,32,52
2,6,29,38,42,58
5,6,29,38,31,55
8,6,29,35,44,73
2,6,29,35,40,59
5,6,29,33,40,56
8,6,29,33,30,64
8,6,29,32,84,61
5,6,29,32,77,67
5,6,29,30,50,53
2,6,29,30,34,51
5,6,29,28,33,42
2,6,28,61,20,58
10,6,28,60,19,75
2,6,28,57,35,53
10,6,28,56,44,56
5,6,28,55,34,52
2,6,28,54,33,42
5,6,28,52,44,52
2,6,28,52,35,62
2,6,28,51,32,58
5,6,28,50,61,55
2,6,28,50,43,54
2,6,28,48,48,51
2,6,28,48,30,45
2,6,28,47,42,45
0,6,28,47,29,53
15,6,28,38,64,61
32,6,28,37,50,47
2,6,28,37,39,54
2,6,28,32,47,47
2,6,28,25,37,66
5,6,27,60,44,36
10,6,27,57,42,37
8,6,27,56,42,50
8,6,27,55,39,55
8,6,27,55,36,61
2,6,27,55,33,52
10,6,27,52,45,42
5,6,27,52,33,63
8,6,27,52,32,43
8,6,27,47,35,51
22,6,27,43,80,61
2,6,27,42,42,48
12,6,27,38,36,62
2,6,27,38,33,48
2,6,27,38,31,38
