pH,Cond,Turb,SS,class
8.88,278,2,3.3,0
8.52,257,2,3.3,0
8.5,115,2,3.3,0
8.39,424,1.9,3.3,0
8.24,364,1.9,3.3,0
8.64,249,1.9,3.3,0
8,179,1.9,3.3,0
8,179,1.9,3.3,0
8.23,420,1.8,3.3,0
8.23,420,1.8,3.3,0
7.7,261,1.8,3.3,0
8.31,332,1.6,3.3,0
9.08,209,1.6,3.3,0
7.57,138,1.6,3.3,0
7.78,422,1.5,3.3,0
7.78,422,1.5,3.3,0
8.61,293,1.4,3.3,0
8.61,293,1.4,3.3,0
8.6,373,1.3,3.3,0
8.9,235,1.3,3.3,0
8.18,373,0.85,3.3,0
8.72,436,0.65,3.3,0
8.39,348,5.8,3.2,0
8.56,509,4.9,3.2,0
8.78,446,4.3,3.2,0
8.6,302,4.1,3.2,0
8.88,235,4.1,3.2,0
8.56,325,4,3.2,0
8.46,286,3.9,3.2,0
8.84,265,3.9,3.2,0
8.9,225,3.9,3.2,0
8.64,405,3.8,3.2,0
8.4,312,3.8,3.2,0
8.44,291,3.8,3.2,0
8.68,274,3.8,3.2,0
8.1,260,3.8,3.2,0
9.1,196,3.8,3.2,0
8.99,244,3.7,3.2,0
7.96,242,3.7,3.2,0
8.57,444,3.6,3.2,0
8.4,361,3.6,3.2,0
8.5,289,3.6,3.2,0
8.2,248,3.6,3.2,0
8.82,160,3.6,3.2,0
8.82,160,3.6,3.2,0
8.64,369,3.5,3.2,0
8.4,363,3.5,3.2,0
8.35,241,3.5,3.2,0
8.3,233,3.5,3.2,0
8.36,231,3.5,3.2,0
8.5,223,3.5,3.2,0
8.53,458,3.4,3.2,0
8.4,390,3.4,3.2,0
8.7,371,3.4,3.2,0
8.3,322,3.4,3.2,0
8.86,288,3.4,3.2,0
8.86,288,3.4,3.2,0
8.88,273,3.4,3.2,0
8.64,1410,3.3,3.2,0
8.44,406,3.3,3.2,0
8.47,351,3.3,3.2,0
8.78,336,3.3,3.2,0
8.66,306,3.3,3.2,0
8.76,293,3.3,3.2,0
9.16,187,3.3,3.2,0
9.16,187,3.3,3.2,0
8.62,2400,3.2,3.2,0
8.12,480,3.2,3.2,0
8.41,369,3.2,3.2,0
8.46,365,3.2,3.2,0
8.46,365,3.2,3.2,0
8.8,229,3.2,3.2,0
8.6,215,3.2,3.2,0
9,629,3.1,3.2,0
8.19,625,3.1,3.2,0
8.29,432,3.1,3.2,0
8.86,288,3.1,3.2,0
7.92,278,3.1,3.2,0
8.9,267,3.1,3.2,0
8.9,267,3.1,3.2,0
8.54,262,3.1,3.2,0
8.09,244,3.1,3.2,0
8.3,239,3.1,3.2,0
8.21,219,3.1,3.2,0
7.7,108,3.1,3.2,0
8.34,449,3,3.2,0
8.69,412,3,3.2,0
8.29,342,3,3.2,0
8.45,284,3,3.2,0
8.48,265,3,3.2,0
8,239,3,3.2,0
8.7,157,3,3.2,0
7.48,82,3,3.2,0
8.27,488,2.9,3.2,0
8.1,358,2.9,3.2,0
8.3,328,2.9,3.2,0
8.35,317,2.9,3.2,0
8.62,308,2.9,3.2,0
7.88,308,2.9,3.2,0
8.47,283,2.9,3.2,0
8.2,243,2.9,3.2,0
7.5,235,2.9,3.2,0
9.3,224,2.9,3.2,0
8.24,217,2.9,3.2,0
8.7,183,2.9,3.2,0
8.6,158,2.9,3.2,0
8.72,388,2.8,3.2,0
8.4,353,2.8,3.2,0
8.12,306,2.8,3.2,0
8.12,306,2.8,3.2,0
7.92,278,2.8,3.2,0
8.6,184,2.8,3.2,0
8.37,347,2.7,3.2,0
8.62,306,2.7,3.2,0
8.44,302,2.7,3.2,0
8.6,281,2.7,3.2,0
8.68,270,2.7,3.2,0
8.2,266,2.7,3.2,0
8.75,241,2.7,3.2,0
7.9,411,2.6,3.2,0
8.45,408,2.6,3.2,0
8.2,376,2.6,3.2,0
9.2,375,2.6,3.2,0
8.15,342,2.6,3.2,0
8.5,331,2.6,3.2,0
7.9,290,2.6,3.2,0
8.66,266,2.6,3.2,0
8.8,245,2.6,3.2,0
8.28,490,2.5,3.2,0
8.36,461,2.5,3.2,0
8.36,421,2.5,3.2,0
8.65,407,2.5,3.2,0
8.5,386,2.5,3.2,0
8.5,386,2.5,3.2,0
8.42,386,2.5,3.2,0
8.74,374,2.5,3.2,0
8.56,374,2.5,3.2,0
8.56,374,2.5,3.2,0
8.72,275,2.5,3.2,0
7.94,272,2.5,3.2,0
8.22,235,2.5,3.2,0
8.22,235,2.5,3.2,0
7.8,231,2.5,3.2,0
8.94,220,2.5,3.2,0
8.94,220,2.5,3.2,0
8.89,212,2.5,3.2,0
7.72,128,2.5,3.2,0
8.32,435,2.4,3.2,0
8.61,296,2.4,3.2,0
8.08,295,2.4,3.2,0
8.08,295,2.4,3.2,0
8.77,280,2.4,3.2,0
8.7,280,2.4,3.2,0
8.7,276,2.4,3.2,0
8.8,271,2.4,3.2,0
8.7,271,2.4,3.2,0
8.68,263,2.4,3.2,0
8.52,256,2.4,3.2,0
8.9,208,2.4,3.2,0
8.59,928,2.3,3.2,0
8.26,399,2.3,3.2,0
8.35,397,2.3,3.2,0
8.2,326,2.3,3.2,0
8.2,326,2.3,3.2,0
8.68,272,2.3,3.2,0
8.34,264,2.3,3.2,0
8.95,206,2.3,3.2,0
8.7,172,2.3,3.2,0
9.1,79,2.3,3.2,0
8.4,1420,2.2,3.2,0
8.29,545,2.2,3.2,0
7.98,464,2.2,3.2,0
8.6,447,2.2,3.2,0
8.62,308,2.2,3.2,0
8.42,262,2.2,3.2,0
8.82,242,2.2,3.2,0
7.92,224,2.2,3.2,0
8.94,216,2.2,3.2,0
8.94,216,2.2,3.2,0
7.96,83,2.2,3.2,0
8.57,374,2.1,3.2,0
8.57,374,2.1,3.2,0
7.83,350,2.1,3.2,0
8.75,305,2.1,3.2,0
8.47,305,2.1,3.2,0
8.26,296,2.1,3.2,0
8.26,296,2.1,3.2,0
8.9,248,2.1,3.2,0
8.9,248,2.1,3.2,0
8.86,224,2.1,3.2,0
8.7,214,2.1,3.2,0
8.84,210,2.1,3.2,0
9.1,189,2.1,3.2,0
8.38,500,2,3.2,0
8.23,294,2,3.2,0
8.61,292,2,3.2,0
8.48,253,2,3.2,0
8.68,241,2,3.2,0
8.86,239,2,3.2,0
8.91,184,2,3.2,0
8.52,405,1.9,3.2,0
8.52,405,1.9,3.2,0
8.3,362,1.9,3.2,0
8.53,340,1.9,3.2,0
8.28,311,1.9,3.2,0
8.74,260,1.9,3.2,0
8.82,236,1.9,3.2,0
8.82,236,1.9,3.2,0
8.77,218,1.9,3.2,0
8.77,218,1.9,3.2,0
8.53,317,1.8,3.2,0
8.53,317,1.8,3.2,0
7.85,301,1.8,3.2,0
7.85,301,1.8,3.2,0
8.51,298,1.8,3.2,0
8.51,298,1.8,3.2,0
8.76,292,1.8,3.2,0
8.98,213,1.8,3.2,0
8.8,204,1.8,3.2,0
8.8,204,1.8,3.2,0
7.9,77,1.8,3.2,0
8.36,397,1.7,3.2,0
8.63,360,1.7,3.2,0
8.74,300,1.7,3.2,0
8.66,271,1.7,3.2,0
8.8,269,1.7,3.2,0
8.39,263,1.7,3.2,0
9.25,180,1.7,3.2,0
9.25,180,1.7,3.2,0
7.9,461,1.6,3.2,0
8.4,405,1.6,3.2,0
8.5,394,1.6,3.2,0
8.36,353,1.6,3.2,0
8.31,333,1.6,3.2,0
7.94,255,1.6,3.2,0
8.62,382,1.5,3.2,0
8.56,302,1.4,3.2,0
9.04,155,1.4,3.2,0
8.61,213,1.3,3.2,0
8.61,213,1.3,3.2,0
8.73,380,1.1,3.2,0
7.96,253,0.95,3.2,0
8.36,420,0.7,3.2,0
8.38,413,0.6,3.2,0
8.81,223,10,3.1,0
7.95,221,5.2,3.1,0
8.2,503,5.1,3.1,0
8.57,307,4.8,3.1,0
8.4,182,4.7,3.1,0
8.5,231,4.6,3.1,0
9.06,550,4.4,3.1,0
8.4,294,4.2,3.1,0
8.56,318,3.9,3.1,0
8.58,313,3.9,3.1,0
8.6,225,3.9,3.1,0
8.49,319,3.8,3.1,0
8.28,302,3.8,3.1,0
8.5,184,3.8,3.1,0
8.22,350,3.7,3.1,0
8.22,350,3.7,3.1,0
8.35,270,3.7,3.1,0
8.31,330,3.6,3.1,0
8.58,275,3.6,3.1,0
9.04,240,3.6,3.1,0
8.3,312,3.5,3.1,0
8.65,297,3.5,3.1,0
8.14,272,3.5,3.1,0
8.96,210,3.5,3.1,0
8.55,484,3.4,3.1,0
8.5,387,3.4,3.1,0
8.3,332,3.4,3.1,0
8.31,419,3.3,3.1,0
8.55,376,3.3,3.1,0
8.3,264,3.3,3.1,0
9.15,220,3.3,3.1,0
8.28,428,3.2,3.1,0
8.47,349,3.2,3.1,0
8.58,290,3.2,3.1,0
8.3,278,3.2,3.1,0
8.19,249,3.2,3.1,0
8.2,234,3.2,3.1,0
8.78,207,3.2,3.1,0
8.14,493,3.1,3.1,0
8.37,421,3.1,3.1,0
8.7,414,3.1,3.1,0
8.71,411,3.1,3.1,0
8.24,383,3.1,3.1,0
8.39,376,3.1,3.1,0
8.46,360,3.1,3.1,0
8.81,326,3.1,3.1,0
8.88,287,3.1,3.1,0
8.76,278,3.1,3.1,0
8.39,487,3,3.1,0
8.42,444,3,3.1,0
8.54,412,3,3.1,0
8.54,398,3,3.1,0
8.4,398,3,3.1,0
8.52,382,3,3.1,0
8.69,360,3,3.1,0
8.1,331,3,3.1,0
10.7,320,3,3.1,0
8.51,303,3,3.1,0
8.11,280,3,3.1,0
9,229,3,3.1,0
7.04,78,3,3.1,0
8.48,365,2.9,3.1,0
8.5,320,2.9,3.1,0
8.44,316,2.9,3.1,0
8.44,316,2.9,3.1,0
8.2,830,2.8,3.1,0
8.38,392,2.8,3.1,0
8.5,282,2.8,3.1,0
8.5,244,2.8,3.1,0
8.52,398,2.7,3.1,0
8.75,377,2.7,3.1,0
8.75,377,2.7,3.1,0
7.71,322,2.7,3.1,0
8,278,2.7,3.1,0
8.1,276,2.7,3.1,0
8.66,266,2.7,3.1,0
8.4,331,2.6,3.1,0
8.36,326,2.6,3.1,0
8.5,298,2.6,3.1,0
8.8,289,2.6,3.1,0
8.53,255,2.6,3.1,0
8.3,414,2.5,3.1,0
8.28,403,2.5,3.1,0
8.7,389,2.5,3.1,0
8.4,319,2.4,3.1,0
8.69,312,2.4,3.1,0
8.68,300,2.4,3.1,0
8.4,278,2.4,3.1,0
8.4,278,2.4,3.1,0
8.6,236,2.4,3.1,0
8.6,673,2.3,3.1,0
7.64,155,2.3,3.1,0
8.34,420,2.2,3.1,0
8.46,388,2.2,3.1,0
8.68,369,2.2,3.1,0
8.6,304,2.1,3.1,0
7.84,298,2.1,3.1,0
9.05,212,2.1,3.1,0
8.64,298,2,3.1,0
8.67,1540,1.9,3.1,0
7.8,239,1.9,3.1,0
8.47,440,1.8,3.1,0
8.28,437,1.8,3.1,0
8.73,421,1.8,3.1,0
8.81,263,1.8,3.1,0
8.42,348,1.7,3.1,0
8.3,220,1.7,3.1,0
8.3,216,1.7,3.1,0
8.48,425,1.6,3.1,0
8.45,370,1.6,3.1,0
7.99,215,1.6,3.1,0
7.99,215,1.6,3.1,0
9.1,141,1.6,3.1,0
8.2,88,1.6,3.1,0
8.4,356,1.5,3.1,0
8.2,274,1.5,3.1,0
8.8,298,1.4,3.1,0
8.58,206,1.4,3.1,0
8.42,167,1.4,3.1,0
9.06,646,1.2,3.1,0
8.54,328,1,3.1,0
7.8,302,1,3.1,0
8.88,273,0.6,3.1,0
7.7,260,8.5,3,0
8.15,430,6.6,3,0
8.15,430,6.6,3,0
7.86,221,5.3,3,0
8.88,221,5.1,3,0
8.3,474,5,3,0
8.68,247,4.9,3,0
8.08,555,4.6,3,0
8.12,262,4.5,3,0
8.44,291,4.2,3,0
8.4,236,4.2,3,0
8.37,360,4,3,0
8,263,3.9,3,0
9.02,230,3.9,3,0
8.4,381,3.8,3,0
8.4,375,3.8,3,0
8.33,303,3.8,3,0
8.59,358,3.7,3,0
8.7,229,3.7,3,0
7.76,198,3.7,3,0
8.5,412,3.6,3,0
8.86,272,3.6,3,0
8.72,375,3.5,3,0
8.72,375,3.5,3,0
8.5,282,3.5,3,0
8.86,269,3.5,3,0
7,231,3.5,3,0
8.6,397,3.4,3,0
8.1,289,3.4,3,0
8,584,3.3,3,0
7.89,322,3.3,3,0
8.2,250,3.3,3,0
8.7,244,3.3,3,0
8.5,237,3.3,3,0
8.35,564,3.2,3,0
8.44,465,3.2,3,0
8.74,400,3.2,3,0
9.79,333,3.2,3,0
8.54,320,3.2,3,0
8.7,253,3.2,3,0
7.92,240,3.2,3,0
8.81,226,3.2,3,0
9,191,3.2,3,0
8.18,378,3.1,3,0
8.32,364,3.1,3,0
8.45,355,3.1,3,0
8.14,333,3.1,3,0
8.73,227,3.1,3,0
8.2,1400,3,3,0
8.3,486,3,3,0
8.62,406,3,3,0
8.5,395,3,3,0
8,375,3,3,0
8.7,276,3,3,0
8.08,272,3,3,0
8.54,260,3,3,0
8.59,256,3,3,0
8.1,228,3,3,0
9.6,217,3,3,0
8.58,181,3,3,0
8.2,432,2.9,3,0
8.54,417,2.9,3,0
8.6,391,2.9,3,0
8.38,390,2.9,3,0
8.47,305,2.9,3,0
8.47,305,2.9,3,0
8.7,304,2.9,3,0
8.86,278,2.9,3,0
8.71,272,2.9,3,0
7.9,263,2.9,3,0
8.63,247,2.9,3,0
7.5,114,2.9,3,0
8.48,448,2.8,3,0
8.3,330,2.8,3,0
8.48,253,2.8,3,0
8.91,251,2.8,3,0
8.91,251,2.8,3,0
8.38,249,2.8,3,0
8.38,249,2.8,3,0
8.08,229,2.8,3,0
8.2,427,2.7,3,0
8.64,422,2.7,3,0
8.3,398,2.7,3,0
8.1,355,2.7,3,0
8.6,330,2.7,3,0
8.8,311,2.7,3,0
8.6,293,2.7,3,0
8.4,290,2.7,3,0
8.02,269,2.7,3,0
8.74,263,2.7,3,0
9,202,2.7,3,0
8.36,402,2.6,3,0
8.6,310,2.6,3,0
8.45,307,2.6,3,0
7.86,298,2.6,3,0
7.86,298,2.6,3,0
8.1,285,2.6,3,0
8.93,216,2.6,3,0
8.71,393,2.5,3,0
8.48,376,2.5,3,0
8.4,349,2.5,3,0
8.9,287,2.5,3,0
8.96,205,2.5,3,0
8.4,437,2.4,3,0
8.34,437,2.4,3,0
8.3,407,2.4,3,0
8.3,407,2.4,3,0
8.38,401,2.4,3,0
8.7,394,2.4,3,0
8.42,324,2.4,3,0
8.6,295,2.4,3,0
8.44,285,2.4,3,0
9.1,272,2.4,3,0
8.76,333,2.3,3,0
8.3,310,2.3,3,0
8.67,309,2.3,3,0
8.6,293,2.3,3,0
8.95,234,2.3,3,0
7.96,222,2.3,3,0
7.96,222,2.3,3,0
9.53,199,2.3,3,0
9.53,199,2.3,3,0
7.92,130,2.3,3,0
7.02,76,2.3,3,0
8.58,1030,2.2,3,0
8.58,446,2.2,3,0
8.52,310,2.2,3,0
7.93,303,2.2,3,0
7.93,303,2.2,3,0
8.06,283,2.2,3,0
8.06,283,2.2,3,0
8.84,249,2.2,3,0
9.2,208,2.2,3,0
8.94,207,2.2,3,0
7.19,128,2.2,3,0
7.19,128,2.2,3,0
8,521,2.1,3,0
8.32,433,2.1,3,0
8.33,418,2.1,3,0
8.64,387,2.1,3,0
8.31,379,2.1,3,0
8.26,325,2.1,3,0
8.26,325,2.1,3,0
8.66,322,2.1,3,0
8.12,304,2.1,3,0
8.7,284,2.1,3,0
8.5,284,2.1,3,0
8.67,276,2.1,3,0
8,2880,2,3,0
8.4,2520,2,3,0
8.71,529,2,3,0
8.54,431,2,3,0
8.5,403,2,3,0
8.5,403,2,3,0
8.49,394,2,3,0
8.78,361,2,3,0
7.97,300,2,3,0
8.9,281,2,3,0
8.64,274,2,3,0
7.96,219,2,3,0
8.21,440,1.9,3,0
8.6,311,1.9,3,0
8.6,311,1.9,3,0
8.62,301,1.9,3,0
8.22,197,1.9,3,0
7.9,4230,1.8,3,0
8.66,420,1.8,3,0
8.57,332,1.8,3,0
8.29,332,1.8,3,0
8.31,310,1.8,3,0
8.9,207,1.8,3,0
8.56,403,1.7,3,0
8.56,403,1.7,3,0
8.2,397,1.7,3,0
7.98,366,1.7,3,0
8.25,320,1.7,3,0
8.38,304,1.7,3,0
8.6,300,1.7,3,0
8.6,223,1.7,3,0
9.2,173,1.7,3,0
8.63,360,1.6,3,0
8.63,360,1.6,3,0
8.68,320,1.6,3,0
8.49,301,1.6,3,0
8.49,301,1.6,3,0
8.71,296,1.6,3,0
8.71,296,1.6,3,0
7.8,220,1.6,3,0
9.08,204,1.6,3,0
9.2,180,1.6,3,0
9.2,180,1.6,3,0
8.72,2510,1.5,3,0
8.33,398,1.5,3,0
8.68,350,1.5,3,0
8.46,294,1.5,3,0
8.46,294,1.5,3,0
8.62,241,1.5,3,0
8.8,239,1.5,3,0
7.57,126,1.5,3,0
7,85,1.5,3,0
8.51,369,1.4,3,0
8.7,283,1.4,3,0
8.86,250,1.4,3,0
8.22,214,1.4,3,0
8.22,214,1.4,3,0
8.5,356,1.3,3,0
8.9,258,1.3,3,0
8.9,258,1.3,3,0
8.69,423,1.2,3,0
8.34,364,1.2,3,0
8.75,292,1.2,3,0
9.07,211,1.2,3,0
9,224,1,3,0
8.42,425,0.6,3,0
8.45,401,0.55,3,0
8.82,260,0.25,3,0
8.22,283,6.5,2.9,0
8.18,368,6,2.9,0
8.33,317,5.8,2.9,0
8.59,410,3.9,2.9,0
8.45,237,3.8,2.9,0
8,117,3.8,2.9,0
8.2,449,3.7,2.9,0
8.54,309,3.7,2.9,0
8.66,290,3.7,2.9,0
8.28,281,3.7,2.9,0
8.24,340,3.6,2.9,0
8.24,340,3.6,2.9,0
8.5,286,3.6,2.9,0
8.64,405,3.5,2.9,0
8.27,310,3.4,2.9,0
8.94,254,3.4,2.9,0
8.84,347,3.3,2.9,0
8.12,290,3.3,2.9,0
8.68,447,3.2,2.9,0
8.68,447,3.2,2.9,0
8.04,438,3.2,2.9,0
8.19,223,3.2,2.9,0
8.27,437,3.1,2.9,0
8.5,421,3.1,2.9,0
8.36,411,3.1,2.9,0
8.42,382,3.1,2.9,0
8.65,369,3.1,2.9,0
8.58,400,3,2.9,0
8.53,362,3,2.9,0
8.46,318,3,2.9,0
8.6,308,3,2.9,0
8.68,294,3,2.9,0
8.79,251,3,2.9,0
9.1,208,3,2.9,0
7.8,341,2.9,2.9,0
8.47,303,2.9,2.9,0
8.47,303,2.9,2.9,0
8.68,273,2.9,2.9,0
8.06,244,2.9,2.9,0
8.5,234,2.9,2.9,0
9,215,2.9,2.9,0
8.55,386,2.8,2.9,0
8.67,357,2.8,2.9,0
8.64,302,2.8,2.9,0
8.69,288,2.8,2.9,0
8.42,253,2.8,2.9,0
8.42,253,2.8,2.9,0
8.66,252,2.8,2.9,0
8.5,232,2.8,2.9,0
8.36,397,2.7,2.9,0
8.36,397,2.7,2.9,0
8.26,379,2.7,2.9,0
8.26,379,2.7,2.9,0
8.57,345,2.7,2.9,0
8.2,322,2.7,2.9,0
7.93,121,2.7,2.9,0
8.6,1190,2.6,2.9,0
8.6,1190,2.6,2.9,0
8.48,439,2.6,2.9,0
8.32,438,2.6,2.9,0
8.3,428,2.6,2.9,0
8.36,403,2.6,2.9,0
8.6,390,2.6,2.9,0
8.54,350,2.6,2.9,0
8.06,321,2.6,2.9,0
8.48,316,2.6,2.9,0
8.48,316,2.6,2.9,0
8.54,315,2.6,2.9,0
8.46,263,2.6,2.9,0
8.2,254,2.6,2.9,0
8.88,253,2.6,2.9,0
8.78,240,2.6,2.9,0
8.56,374,2.5,2.9,0
8.7,355,2.5,2.9,0
8.64,342,2.5,2.9,0
8.3,283,2.5,2.9,0
8.6,279,2.5,2.9,0
8.98,227,2.5,2.9,0
8.86,215,2.5,2.9,0
8,547,2.4,2.9,1
8.19,416,2.4,2.9,0
8.81,409,2.4,2.9,0
8.44,398,2.4,2.9,0
8.6,300,2.4,2.9,0
8.6,300,2.4,2.9,0
8.14,238,2.4,2.9,0
8.88,222,2.4,2.9,0
8.95,218,2.4,2.9,0
8.95,218,2.4,2.9,0
7.73,116,2.4,2.9,0
8.3,412,2.3,2.9,0
8.56,384,2.3,2.9,0
8.56,384,2.3,2.9,0
8.68,357,2.3,2.9,0
8.5,333,2.3,2.9,0
8.08,284,2.3,2.9,0
8.48,256,2.3,2.9,0
8.92,235,2.3,2.9,0
8.92,235,2.3,2.9,0
9,79,2.3,2.9,0
8.16,762,2.2,2.9,0
8.71,393,2.2,2.9,0
8.2,384,2.2,2.9,0
8.82,281,2.2,2.9,0
8.15,271,2.2,2.9,0
8.36,442,2.1,2.9,0
8.28,433,2.1,2.9,0
8.44,393,2.1,2.9,0
8.87,291,2.1,2.9,0
8.08,246,2.1,2.9,0
8.98,214,2.1,2.9,0
8.44,404,2,2.9,0
8.54,347,2,2.9,0
8.7,280,2,2.9,0
8.54,421,1.9,2.9,0
8.38,420,1.9,2.9,0
8.32,416,1.9,2.9,0
8.64,354,1.8,2.9,0
8.75,241,1.8,2.9,0
8.3,212,1.8,2.9,0
8.5,286,1.7,2.9,0
7,73,1.7,2.9,0
8.37,332,1.6,2.9,0
8.15,464,1.5,2.9,0
8.15,464,1.5,2.9,0
8.52,388,1.5,2.9,0
8.52,388,1.5,2.9,0
7.9,268,1.5,2.9,0
7.9,268,1.5,2.9,0
8.58,400,1.4,2.9,0
8.1,267,1.3,2.9,0
8.1,267,1.3,2.9,0
8.5,73,1.3,2.9,0
8.32,307,1.2,2.9,0
8.2,76,1.2,2.9,0
8.6,448,1.1,2.9,0
8.1,82,1,2.9,0
8.65,250,0.95,2.9,0
8.48,252,0.85,2.9,0
8.28,436,0.7,2.9,0
8.78,265,0.55,2.9,0
8,346,9.7,2.8,0
8.36,213,7.2,2.8,0
8.3,427,6.4,2.8,0
8.3,427,6.4,2.8,0
8.2,653,5.5,2.8,0
8.8,1420,4.7,2.8,0
8.41,304,4.1,2.8,0
8.1,260,4.1,2.8,0
8.78,265,4,2.8,0
8.78,265,4,2.8,0
8.55,370,3.9,2.8,0
7.95,266,3.8,2.8,0
8.9,189,3.8,2.8,0
7.7,71,3.8,2.8,0
9.12,1380,3.7,2.8,0
8.27,327,3.7,2.8,0
9.08,208,3.7,2.8,0
8.95,302,3.6,2.8,0
8.4,428,3.5,2.8,0
8.9,206,3.5,2.8,0
9,189,3.5,2.8,0
9,186,3.5,2.8,0
8.51,372,3.4,2.8,0
8.44,302,3.4,2.8,0
8.6,385,3.3,2.8,0
8.67,302,3.3,2.8,0
8.2,272,3.2,2.8,0
8.53,183,3.2,2.8,0
8.6,332,3.1,2.8,0
8.05,311,3.1,2.8,0
8.5,301,3.1,2.8,0
8.78,261,3.1,2.8,0
7.22,93,3.1,2.8,0
7.22,93,3.1,2.8,0
8.42,420,3,2.8,0
7.88,349,3,2.8,0
8.59,302,3,2.8,0
9.68,186,3,2.8,0
9.1,124,3,2.8,0
7.78,78,3,2.8,0
8.46,553,2.9,2.8,0
8.48,421,2.9,2.8,0
8.39,360,2.9,2.8,0
8.4,331,2.9,2.8,0
8.24,320,2.9,2.8,0
8.36,288,2.9,2.8,0
8.61,285,2.9,2.8,0
8.6,277,2.9,2.8,0
8.38,276,2.9,2.8,0
8.4,262,2.9,2.8,0
8.36,891,2.8,2.8,0
7.8,697,2.8,2.8,0
8.14,509,2.8,2.8,0
8.72,444,2.8,2.8,0
8.57,415,2.8,2.8,0
8.6,396,2.8,2.8,0
8.49,385,2.8,2.8,0
8.49,385,2.8,2.8,0
8.52,360,2.8,2.8,0
8.52,360,2.8,2.8,0
8.22,343,2.8,2.8,0
8.57,325,2.8,2.8,0
8.66,314,2.8,2.8,0
8.09,301,2.8,2.8,0
8.09,301,2.8,2.8,0
8.61,298,2.8,2.8,0
8,278,2.8,2.8,0
7.78,248,2.8,2.8,0
7.78,248,2.8,2.8,0
8.38,246,2.8,2.8,0
8.59,244,2.8,2.8,0
7.76,228,2.8,2.8,0
9.1,177,2.8,2.8,0
7.7,156,2.8,2.8,0
7.7,152,2.8,2.8,0
7.5,87,2.8,2.8,0
8.2,574,2.7,2.8,0
8.3,447,2.7,2.8,0
8.51,412,2.7,2.8,0
8.5,408,2.7,2.8,0
8.7,375,2.7,2.8,0
8.7,375,2.7,2.8,0
8.19,349,2.7,2.8,0
8.2,337,2.7,2.8,0
9.51,329,2.7,2.8,0
9.38,300,2.7,2.8,0
8.2,226,2.7,2.8,0
8.96,161,2.7,2.8,0
8.96,161,2.7,2.8,0
7.3,138,2.7,2.8,0
8.6,397,2.6,2.8,0
8.65,375,2.6,2.8,0
8.65,375,2.6,2.8,0
8.4,361,2.6,2.8,0
8.09,320,2.6,2.8,0
8.76,307,2.6,2.8,0
8.96,284,2.6,2.8,0
8.74,267,2.6,2.8,0
8.3,252,2.6,2.8,0
8.82,250,2.6,2.8,0
8.7,224,2.6,2.8,0
8.38,224,2.6,2.8,0
8.8,222,2.6,2.8,0
8.3,447,2.5,2.8,0
8.2,429,2.5,2.8,0
8.38,402,2.5,2.8,0
8.45,360,2.5,2.8,0
8.3,323,2.5,2.8,0
8.96,284,2.5,2.8,0
8.25,282,2.5,2.8,0
8.4,242,2.5,2.8,0
8.6,239,2.5,2.8,0
8.7,222,2.5,2.8,0
8.59,445,2.4,2.8,0
8.34,406,2.4,2.8,0
8.47,392,2.4,2.8,0
8.47,392,2.4,2.8,0
8.6,389,2.4,2.8,0
8.51,385,2.4,2.8,0
8.51,385,2.4,2.8,0
7.9,371,2.4,2.8,0
8.7,308,2.4,2.8,0
8.86,288,2.4,2.8,0
8.6,272,2.4,2.8,0
8.4,272,2.4,2.8,0
8.66,262,2.4,2.8,0
8.2,232,2.4,2.8,0
8.55,182,2.4,2.8,0
8.4,417,2.3,2.8,0
8.42,375,2.3,2.8,0
8.42,375,2.3,2.8,0
8.3,373,2.3,2.8,0
8.33,363,2.3,2.8,0
8.22,358,2.3,2.8,0
8.54,306,2.3,2.8,0
8.54,306,2.3,2.8,0
8.56,305,2.3,2.8,0
8.16,276,2.3,2.8,0
8.6,272,2.3,2.8,0
8.8,267,2.3,2.8,0
8.88,233,2.3,2.8,0
8.88,233,2.3,2.8,0
8.2,233,2.3,2.8,0
8.06,210,2.3,2.8,0
8.7,648,2.2,2.8,0
8.44,412,2.2,2.8,0
8.5,306,2.2,2.8,0
8.66,253,2.2,2.8,0
8.1,252,2.2,2.8,0
8.51,236,2.2,2.8,0
8.05,209,2.2,2.8,0
7.87,169,2.2,2.8,0
7.4,515,2.1,2.8,0
8.5,403,2.1,2.8,0
8.5,403,2.1,2.8,0
8.27,387,2.1,2.8,0
8.24,344,2.1,2.8,0
9,334,2.1,2.8,0
8.36,319,2.1,2.8,0
8.6,313,2.1,2.8,0
8.4,307,2.1,2.8,0
8.4,305,2.1,2.8,0
8.47,303,2.1,2.8,0
8.47,303,2.1,2.8,0
8.5,294,2.1,2.8,0
8.5,285,2.1,2.8,0
8.84,282,2.1,2.8,0
8.6,278,2.1,2.8,0
8.62,274,2.1,2.8,0
8.52,272,2.1,2.8,0
7.93,268,2.1,2.8,0
8.16,252,2.1,2.8,0
8.1,252,2.1,2.8,0
9.03,246,2.1,2.8,0
8.3,238,2.1,2.8,0
8.87,237,2.1,2.8,0
8.79,226,2.1,2.8,0
8.9,220,2.1,2.8,0
8.9,220,2.1,2.8,0
9,213,2.1,2.8,0
9.06,184,2.1,2.8,0
8.6,176,2.1,2.8,0
8.8,129,2.1,2.8,0
8.33,390,2,2.8,0
8.5,379,2,2.8,0
9,332,2,2.8,0
8.5,308,2,2.8,0
8.7,279,2,2.8,0
8.7,265,2,2.8,0
8.33,258,2,2.8,0
8.33,258,2,2.8,0
